# This is ionized PAHs from DL (2007)
# nsize (number of sampled sizes in this file
# sizes (microns)
# n_size = 30 
#    3.0000E-04  3.3056E-04  3.6424E-04  4.0135E-04  4.4223E-04  4.8729E-04  5.3693E-04  5.9163E-04  6.5190E-04  7.1832E-04  7.9150E-04  8.7213E-04  9.6098E-04  1.0589E-03  1.1668E-03  1.2856E-03  1.4166E-03  1.5609E-03  1.7199E-03  1.8951E-03  2.0882E-03  2.3010E-03  2.5354E-03  2.7937E-03  3.0783E-03  3.3919E-03  3.7374E-03  4.1182E-03  4.5377E-03  5.0000E-03
#
# Index=	   0  radius=   0.0003000000
# Radius 	 Lambda 	 Qabs 	 Qext 
7.1832e-04 4.2340e+00 3.0238e-06 3.0238e-06 
7.1832e-04 4.2565e+00 3.0126e-06 3.0126e-06 
7.1832e-04 4.2792e+00 3.0021e-06 3.0021e-06 
7.1832e-04 4.3019e+00 2.9924e-06 2.9924e-06 
7.1832e-04 4.3248e+00 2.9834e-06 2.9834e-06 
7.1832e-04 4.3477e+00 2.9753e-06 2.9753e-06 
7.1832e-04 4.3709e+00 2.9678e-06 2.9678e-06 
7.1832e-04 4.3941e+00 2.9612e-06 2.9612e-06 
7.1832e-04 4.4174e+00 2.9555e-06 2.9555e-06 
7.1832e-04 4.4409e+00 2.9504e-06 2.9504e-06 
7.1832e-04 4.4645e+00 2.9464e-06 2.9464e-06 
7.1832e-04 4.4882e+00 2.9433e-06 2.9433e-06 
7.1832e-04 4.5121e+00 2.9411e-06 2.9411e-06 
7.1832e-04 4.5361e+00 2.9400e-06 2.9400e-06 
7.1832e-04 4.5602e+00 2.9399e-06 2.9399e-06 
7.1832e-04 4.5844e+00 2.9407e-06 2.9407e-06 
7.1832e-04 4.6088e+00 2.9428e-06 2.9428e-06 
7.1832e-04 4.6333e+00 2.9461e-06 2.9461e-06 
7.1832e-04 4.6579e+00 2.9506e-06 2.9506e-06 
7.1832e-04 4.6827e+00 2.9566e-06 2.9566e-06 
7.1832e-04 4.7076e+00 2.9642e-06 2.9642e-06 
7.1832e-04 4.7326e+00 2.9735e-06 2.9735e-06 
7.1832e-04 4.7577e+00 2.9849e-06 2.9849e-06 
7.1832e-04 4.7830e+00 2.9984e-06 2.9984e-06 
7.1832e-04 4.8084e+00 3.0144e-06 3.0144e-06 
7.1832e-04 4.8340e+00 3.0334e-06 3.0334e-06 
7.1832e-04 4.8597e+00 3.0556e-06 3.0556e-06 
7.1832e-04 4.8855e+00 3.0818e-06 3.0818e-06 
7.1832e-04 4.9115e+00 3.1130e-06 3.1130e-06 
7.1832e-04 4.9376e+00 3.1501e-06 3.1501e-06 
7.1832e-04 4.9638e+00 3.1947e-06 3.1947e-06 
7.1832e-04 4.9902e+00 3.2491e-06 3.2491e-06 
7.1832e-04 5.0167e+00 3.3160e-06 3.3160e-06 
7.1832e-04 5.0434e+00 3.4004e-06 3.4004e-06 
7.1832e-04 5.0702e+00 3.5093e-06 3.5093e-06 
7.1832e-04 5.0971e+00 3.6532e-06 3.6532e-06 
7.1832e-04 5.1242e+00 3.8491e-06 3.8491e-06 
7.1832e-04 5.1515e+00 4.1220e-06 4.1220e-06 
7.1832e-04 5.1788e+00 4.5011e-06 4.5011e-06 
7.1832e-04 5.2064e+00 5.0108e-06 5.0108e-06 
7.1832e-04 5.2340e+00 5.5858e-06 5.5858e-06 
7.1832e-04 5.2618e+00 5.9905e-06 5.9905e-06 
7.1832e-04 5.2898e+00 5.9517e-06 5.9517e-06 
7.1832e-04 5.3179e+00 5.5594e-06 5.5594e-06 
7.1832e-04 5.3462e+00 5.1228e-06 5.1228e-06 
7.1832e-04 5.3746e+00 4.8068e-06 4.8068e-06 
7.1832e-04 5.4032e+00 4.6295e-06 4.6295e-06 
7.1832e-04 5.4319e+00 4.5685e-06 4.5685e-06 
7.1832e-04 5.4608e+00 4.6040e-06 4.6040e-06 
7.1832e-04 5.4898e+00 4.7286e-06 4.7286e-06 
7.1832e-04 5.5190e+00 4.9495e-06 4.9495e-06 
7.1832e-04 5.5483e+00 5.2879e-06 5.2879e-06 
7.1832e-04 5.5778e+00 5.7826e-06 5.7826e-06 
7.1832e-04 5.6074e+00 6.4780e-06 6.4780e-06 
7.1832e-04 5.6372e+00 7.3871e-06 7.3871e-06 
7.1832e-04 5.6672e+00 8.3521e-06 8.3521e-06 
7.1832e-04 5.6973e+00 8.9373e-06 8.9373e-06 
7.1832e-04 5.7276e+00 8.8039e-06 8.8039e-06 
7.1832e-04 5.7580e+00 8.2149e-06 8.2149e-06 
7.1832e-04 5.7886e+00 7.6424e-06 7.6424e-06 
7.1832e-04 5.8194e+00 7.3058e-06 7.3058e-06 
7.1832e-04 5.8503e+00 7.2311e-06 7.2311e-06 
7.1832e-04 5.8814e+00 7.3962e-06 7.3962e-06 
7.1832e-04 5.9127e+00 7.7945e-06 7.7945e-06 
7.1832e-04 5.9441e+00 8.4481e-06 8.4481e-06 
7.1832e-04 5.9757e+00 9.4236e-06 9.4236e-06 
7.1832e-04 6.0074e+00 1.0838e-05 1.0838e-05 
7.1832e-04 6.0394e+00 1.2913e-05 1.2913e-05 
7.1832e-04 6.0715e+00 1.5992e-05 1.5992e-05 
7.1832e-04 6.1037e+00 2.0628e-05 2.0628e-05 
7.1832e-04 6.1362e+00 2.7553e-05 2.7553e-05 
7.1832e-04 6.1688e+00 3.6757e-05 3.6757e-05 
7.1832e-04 6.2016e+00 4.5081e-05 4.5081e-05 
7.1832e-04 6.2345e+00 4.5835e-05 4.5835e-05 
7.1832e-04 6.2677e+00 3.8392e-05 3.8392e-05 
7.1832e-04 6.3010e+00 2.9380e-05 2.9380e-05 
7.1832e-04 6.3345e+00 2.2529e-05 2.2529e-05 
7.1832e-04 6.3681e+00 1.8046e-05 1.8046e-05 
7.1832e-04 6.4020e+00 1.5228e-05 1.5228e-05 
7.1832e-04 6.4360e+00 1.3513e-05 1.3513e-05 
7.1832e-04 6.4702e+00 1.2520e-05 1.2520e-05 
7.1832e-04 6.5046e+00 1.2019e-05 1.2019e-05 
7.1832e-04 6.5392e+00 1.1861e-05 1.1861e-05 
7.1832e-04 6.5739e+00 1.1930e-05 1.1930e-05 
7.1832e-04 6.6089e+00 1.2125e-05 1.2125e-05 
7.1832e-04 6.6440e+00 1.2337e-05 1.2337e-05 
7.1832e-04 6.6793e+00 1.2471e-05 1.2471e-05 
7.1832e-04 6.7148e+00 1.2473e-05 1.2473e-05 
7.1832e-04 6.7505e+00 1.2342e-05 1.2342e-05 
7.1832e-04 6.7864e+00 1.2132e-05 1.2132e-05 
7.1832e-04 6.8224e+00 1.1916e-05 1.1916e-05 
7.1832e-04 6.8587e+00 1.1753e-05 1.1753e-05 
7.1832e-04 6.8951e+00 1.1687e-05 1.1687e-05 
7.1832e-04 6.9318e+00 1.1739e-05 1.1739e-05 
7.1832e-04 6.9686e+00 1.1916e-05 1.1916e-05 
7.1832e-04 7.0057e+00 1.2223e-05 1.2223e-05 
7.1832e-04 7.0429e+00 1.2658e-05 1.2658e-05 
7.1832e-04 7.0803e+00 1.3221e-05 1.3221e-05 
7.1832e-04 7.1180e+00 1.3916e-05 1.3916e-05 
7.1832e-04 7.1558e+00 1.4743e-05 1.4743e-05 
7.1832e-04 7.1938e+00 1.5713e-05 1.5713e-05 
7.1832e-04 7.2320e+00 1.6841e-05 1.6841e-05 
7.1832e-04 7.2705e+00 1.8155e-05 1.8155e-05 
7.1832e-04 7.3091e+00 1.9693e-05 1.9693e-05 
7.1832e-04 7.3480e+00 2.1534e-05 2.1534e-05 
7.1832e-04 7.3870e+00 2.3772e-05 2.3772e-05 
7.1832e-04 7.4263e+00 2.6550e-05 2.6550e-05 
7.1832e-04 7.4657e+00 2.9958e-05 2.9958e-05 
7.1832e-04 7.5054e+00 3.3932e-05 3.3932e-05 
7.1832e-04 7.5453e+00 3.7923e-05 3.7923e-05 
7.1832e-04 7.5854e+00 4.0848e-05 4.0848e-05 
7.1832e-04 7.6257e+00 4.1824e-05 4.1824e-05 
7.1832e-04 7.6663e+00 4.1190e-05 4.1190e-05 
7.1832e-04 7.7070e+00 4.0150e-05 4.0150e-05 
7.1832e-04 7.7480e+00 3.9515e-05 3.9515e-05 
7.1832e-04 7.7891e+00 3.9204e-05 3.9204e-05 
7.1832e-04 7.8305e+00 3.8506e-05 3.8506e-05 
7.1832e-04 7.8722e+00 3.6709e-05 3.6709e-05 
7.1832e-04 7.9140e+00 3.3739e-05 3.3739e-05 
7.1832e-04 7.9561e+00 3.0130e-05 3.0130e-05 
7.1832e-04 7.9983e+00 2.6573e-05 2.6573e-05 
7.1832e-04 8.0409e+00 2.3478e-05 2.3478e-05 
7.1832e-04 8.0836e+00 2.1027e-05 2.1027e-05 
7.1832e-04 8.1265e+00 1.9213e-05 1.9213e-05 
7.1832e-04 8.1697e+00 1.7971e-05 1.7971e-05 
7.1832e-04 8.2132e+00 1.7221e-05 1.7221e-05 
7.1832e-04 8.2568e+00 1.6864e-05 1.6864e-05 
7.1832e-04 8.3007e+00 1.6791e-05 1.6791e-05 
7.1832e-04 8.3448e+00 1.6932e-05 1.6932e-05 
7.1832e-04 8.3892e+00 1.7338e-05 1.7338e-05 
7.1832e-04 8.4337e+00 1.8176e-05 1.8176e-05 
7.1832e-04 8.4786e+00 1.9625e-05 1.9625e-05 
7.1832e-04 8.5236e+00 2.1591e-05 2.1591e-05 
7.1832e-04 8.5689e+00 2.3383e-05 2.3383e-05 
7.1832e-04 8.6145e+00 2.3730e-05 2.3730e-05 
7.1832e-04 8.6603e+00 2.1997e-05 2.1997e-05 
7.1832e-04 8.7063e+00 1.9038e-05 1.9038e-05 
7.1832e-04 8.7526e+00 1.6045e-05 1.6045e-05 
7.1832e-04 8.7991e+00 1.3589e-05 1.3589e-05 
7.1832e-04 8.8458e+00 1.1729e-05 1.1729e-05 
7.1832e-04 8.8928e+00 1.0346e-05 1.0346e-05 
7.1832e-04 8.9401e+00 9.3146e-06 9.3146e-06 
7.1832e-04 8.9876e+00 8.5364e-06 8.5364e-06 
7.1832e-04 9.0354e+00 7.9382e-06 7.9382e-06 
7.1832e-04 9.0834e+00 7.4721e-06 7.4721e-06 
7.1832e-04 9.1317e+00 7.1032e-06 7.1032e-06 
7.1832e-04 9.1802e+00 6.8086e-06 6.8086e-06 
7.1832e-04 9.2290e+00 6.5710e-06 6.5710e-06 
7.1832e-04 9.2781e+00 6.3786e-06 6.3786e-06 
7.1832e-04 9.3274e+00 6.2228e-06 6.2228e-06 
7.1832e-04 9.3769e+00 6.0972e-06 6.0972e-06 
7.1832e-04 9.4268e+00 5.9964e-06 5.9964e-06 
7.1832e-04 9.4769e+00 5.9171e-06 5.9171e-06 
7.1832e-04 9.5272e+00 5.8564e-06 5.8564e-06 
7.1832e-04 9.5779e+00 5.8120e-06 5.8120e-06 
7.1832e-04 9.6288e+00 5.7823e-06 5.7823e-06 
7.1832e-04 9.6800e+00 5.7663e-06 5.7663e-06 
7.1832e-04 9.7314e+00 5.7628e-06 5.7628e-06 
7.1832e-04 9.7831e+00 5.7715e-06 5.7715e-06 
7.1832e-04 9.8351e+00 5.7919e-06 5.7919e-06 
7.1832e-04 9.8874e+00 5.8242e-06 5.8242e-06 
7.1832e-04 9.9399e+00 5.8683e-06 5.8683e-06 
7.1832e-04 9.9928e+00 5.9251e-06 5.9251e-06 
7.1832e-04 1.0046e+01 5.9951e-06 5.9951e-06 
7.1832e-04 1.0099e+01 6.0786e-06 6.0786e-06 
7.1832e-04 1.0153e+01 6.1791e-06 6.1791e-06 
7.1832e-04 1.0207e+01 6.2971e-06 6.2971e-06 
7.1832e-04 1.0261e+01 6.4351e-06 6.4351e-06 
7.1832e-04 1.0316e+01 6.5997e-06 6.5997e-06 
7.1832e-04 1.0371e+01 6.7937e-06 6.7937e-06 
7.1832e-04 1.0426e+01 7.0241e-06 7.0241e-06 
7.1832e-04 1.0481e+01 7.3020e-06 7.3020e-06 
7.1832e-04 1.0537e+01 7.6516e-06 7.6516e-06 
7.1832e-04 1.0593e+01 8.0958e-06 8.0958e-06 
7.1832e-04 1.0649e+01 8.6453e-06 8.6453e-06 
7.1832e-04 1.0706e+01 9.2349e-06 9.2349e-06 
7.1832e-04 1.0763e+01 9.8898e-06 9.8898e-06 
7.1832e-04 1.0820e+01 1.0788e-05 1.0788e-05 
7.1832e-04 1.0877e+01 1.2051e-05 1.2051e-05 
7.1832e-04 1.0935e+01 1.3884e-05 1.3884e-05 
7.1832e-04 1.0993e+01 1.6607e-05 1.6607e-05 
7.1832e-04 1.1052e+01 2.1027e-05 2.1027e-05 
7.1832e-04 1.1110e+01 2.8737e-05 2.8737e-05 
7.1832e-04 1.1169e+01 4.4756e-05 4.4756e-05 
7.1832e-04 1.1229e+01 6.7276e-05 6.7276e-05 
7.1832e-04 1.1288e+01 5.9926e-05 5.9926e-05 
7.1832e-04 1.1348e+01 5.0778e-05 5.0778e-05 
7.1832e-04 1.1409e+01 4.1972e-05 4.1972e-05 
7.1832e-04 1.1469e+01 3.3557e-05 3.3557e-05 
7.1832e-04 1.1530e+01 2.7211e-05 2.7211e-05 
7.1832e-04 1.1592e+01 2.3190e-05 2.3190e-05 
7.1832e-04 1.1653e+01 2.1063e-05 2.1063e-05 
7.1832e-04 1.1715e+01 2.0251e-05 2.0251e-05 
7.1832e-04 1.1777e+01 2.0460e-05 2.0460e-05 
7.1832e-04 1.1840e+01 2.1416e-05 2.1416e-05 
7.1832e-04 1.1903e+01 2.2692e-05 2.2692e-05 
7.1832e-04 1.1966e+01 2.3659e-05 2.3659e-05 
7.1832e-04 1.2030e+01 2.3816e-05 2.3816e-05 
7.1832e-04 1.2094e+01 2.3259e-05 2.3259e-05 
7.1832e-04 1.2158e+01 2.2618e-05 2.2618e-05 
7.1832e-04 1.2223e+01 2.2493e-05 2.2493e-05 
7.1832e-04 1.2288e+01 2.3262e-05 2.3262e-05 
7.1832e-04 1.2353e+01 2.5110e-05 2.5110e-05 
7.1832e-04 1.2419e+01 2.8140e-05 2.8140e-05 
7.1832e-04 1.2485e+01 3.2047e-05 3.2047e-05 
7.1832e-04 1.2551e+01 3.5876e-05 3.5876e-05 
7.1832e-04 1.2618e+01 3.8266e-05 3.8266e-05 
7.1832e-04 1.2685e+01 3.7902e-05 3.7902e-05 
7.1832e-04 1.2752e+01 3.2769e-05 3.2769e-05 
7.1832e-04 1.2820e+01 2.7143e-05 2.7143e-05 
7.1832e-04 1.2888e+01 2.2849e-05 2.2849e-05 
7.1832e-04 1.2956e+01 1.9731e-05 1.9731e-05 
7.1832e-04 1.3025e+01 1.7516e-05 1.7516e-05 
7.1832e-04 1.3095e+01 1.6019e-05 1.6019e-05 
7.1832e-04 1.3164e+01 1.5122e-05 1.5122e-05 
7.1832e-04 1.3234e+01 1.4692e-05 1.4692e-05 
7.1832e-04 1.3304e+01 1.4650e-05 1.4650e-05 
7.1832e-04 1.3375e+01 1.4831e-05 1.4831e-05 
7.1832e-04 1.3446e+01 1.4906e-05 1.4906e-05 
7.1832e-04 1.3518e+01 1.4519e-05 1.4519e-05 
7.1832e-04 1.3590e+01 1.3667e-05 1.3667e-05 
7.1832e-04 1.3662e+01 1.2669e-05 1.2669e-05 
7.1832e-04 1.3734e+01 1.1793e-05 1.1793e-05 
7.1832e-04 1.3807e+01 1.1123e-05 1.1123e-05 
7.1832e-04 1.3881e+01 1.0670e-05 1.0670e-05 
7.1832e-04 1.3955e+01 1.0436e-05 1.0436e-05 
7.1832e-04 1.4029e+01 1.0429e-05 1.0429e-05 
7.1832e-04 1.4103e+01 1.0626e-05 1.0626e-05 
7.1832e-04 1.4178e+01 1.0753e-05 1.0753e-05 
7.1832e-04 1.4254e+01 1.0391e-05 1.0391e-05 
7.1832e-04 1.4329e+01 9.7942e-06 9.7942e-06 
7.1832e-04 1.4405e+01 9.3076e-06 9.3076e-06 
7.1832e-04 1.4482e+01 8.9760e-06 8.9760e-06 
7.1832e-04 1.4559e+01 8.7529e-06 8.7529e-06 
7.1832e-04 1.4636e+01 8.5957e-06 8.5957e-06 
7.1832e-04 1.4714e+01 8.4784e-06 8.4784e-06 
7.1832e-04 1.4792e+01 8.3888e-06 8.3888e-06 
7.1832e-04 1.4871e+01 8.3177e-06 8.3177e-06 
7.1832e-04 1.4950e+01 8.2612e-06 8.2612e-06 
7.1832e-04 1.5029e+01 8.2161e-06 8.2161e-06 
7.1832e-04 1.5109e+01 8.1801e-06 8.1801e-06 
7.1832e-04 1.5190e+01 8.1524e-06 8.1524e-06 
7.1832e-04 1.5270e+01 8.1332e-06 8.1332e-06 
7.1832e-04 1.5352e+01 8.1223e-06 8.1223e-06 
7.1832e-04 1.5433e+01 8.1211e-06 8.1211e-06 
7.1832e-04 1.5515e+01 8.1318e-06 8.1318e-06 
7.1832e-04 1.5598e+01 8.1591e-06 8.1591e-06 
7.1832e-04 1.5681e+01 8.2111e-06 8.2111e-06 
7.1832e-04 1.5764e+01 8.3014e-06 8.3014e-06 
7.1832e-04 1.5848e+01 8.4336e-06 8.4336e-06 
7.1832e-04 1.5932e+01 8.5363e-06 8.5363e-06 
7.1832e-04 1.6017e+01 8.6045e-06 8.6045e-06 
7.1832e-04 1.6102e+01 8.7586e-06 8.7586e-06 
7.1832e-04 1.6187e+01 9.0829e-06 9.0829e-06 
7.1832e-04 1.6273e+01 9.7552e-06 9.7552e-06 
7.1832e-04 1.6360e+01 1.1234e-05 1.1234e-05 
7.1832e-04 1.6447e+01 1.2986e-05 1.2986e-05 
7.1832e-04 1.6534e+01 1.1863e-05 1.1863e-05 
7.1832e-04 1.6622e+01 1.0808e-05 1.0808e-05 
7.1832e-04 1.6710e+01 1.0586e-05 1.0586e-05 
7.1832e-04 1.6799e+01 1.0694e-05 1.0694e-05 
7.1832e-04 1.6888e+01 1.0881e-05 1.0881e-05 
7.1832e-04 1.6978e+01 1.1006e-05 1.1006e-05 
7.1832e-04 1.7068e+01 1.0988e-05 1.0988e-05 
7.1832e-04 1.7159e+01 1.0834e-05 1.0834e-05 
7.1832e-04 1.7250e+01 1.0684e-05 1.0684e-05 
7.1832e-04 1.7342e+01 1.0763e-05 1.0763e-05 
7.1832e-04 1.7434e+01 1.0127e-05 1.0127e-05 
7.1832e-04 1.7527e+01 9.2186e-06 9.2186e-06 
7.1832e-04 1.7620e+01 8.6828e-06 8.6828e-06 
7.1832e-04 1.7714e+01 8.3658e-06 8.3658e-06 
7.1832e-04 1.7808e+01 8.2300e-06 8.2300e-06 
7.1832e-04 1.7902e+01 8.0126e-06 8.0126e-06 
7.1832e-04 1.7998e+01 7.5744e-06 7.5744e-06 
7.1832e-04 1.8093e+01 7.2414e-06 7.2414e-06 
7.1832e-04 1.8189e+01 7.0049e-06 7.0049e-06 
7.1832e-04 1.8286e+01 6.8205e-06 6.8205e-06 
7.1832e-04 1.8383e+01 6.6679e-06 6.6679e-06 
7.1832e-04 1.8481e+01 6.5346e-06 6.5346e-06 
7.1832e-04 1.8579e+01 6.4157e-06 6.4157e-06 
7.1832e-04 1.8678e+01 6.3058e-06 6.3058e-06 
7.1832e-04 1.8777e+01 6.2032e-06 6.2032e-06 
7.1832e-04 1.8877e+01 6.1045e-06 6.1045e-06 
7.1832e-04 1.8977e+01 6.0091e-06 6.0091e-06 
7.1832e-04 1.9078e+01 5.9152e-06 5.9152e-06 
7.1832e-04 1.9180e+01 5.8226e-06 5.8226e-06 
7.1832e-04 1.9281e+01 5.7329e-06 5.7329e-06 
7.1832e-04 1.9384e+01 5.6438e-06 5.6438e-06 
7.1832e-04 1.9487e+01 5.5575e-06 5.5575e-06 
7.1832e-04 1.9591e+01 5.4731e-06 5.4731e-06 
7.1832e-04 1.9695e+01 5.3915e-06 5.3915e-06 
7.1832e-04 1.9799e+01 5.3129e-06 5.3129e-06 
7.1832e-04 1.9905e+01 5.2356e-06 5.2356e-06 
7.1832e-04 2.0010e+01 5.1618e-06 5.1618e-06 
7.1832e-04 2.0117e+01 5.0892e-06 5.0892e-06 
7.1832e-04 2.0224e+01 5.0190e-06 5.0190e-06 
7.1832e-04 2.0331e+01 4.9511e-06 4.9511e-06 
7.1832e-04 2.0439e+01 4.8847e-06 4.8847e-06 
7.1832e-04 2.0548e+01 4.8196e-06 4.8196e-06 
7.1832e-04 2.0657e+01 4.7565e-06 4.7565e-06 
7.1832e-04 2.0767e+01 4.6945e-06 4.6945e-06 
7.1832e-04 2.0877e+01 4.6340e-06 4.6340e-06 
7.1832e-04 2.0988e+01 4.5746e-06 4.5746e-06 
7.1832e-04 2.1100e+01 4.5161e-06 4.5161e-06 
7.1832e-04 2.1212e+01 4.4592e-06 4.4592e-06 
7.1832e-04 2.1324e+01 4.4037e-06 4.4037e-06 
7.1832e-04 2.1438e+01 4.3485e-06 4.3485e-06 
7.1832e-04 2.1552e+01 4.2947e-06 4.2947e-06 
7.1832e-04 2.1666e+01 4.2422e-06 4.2422e-06 
7.1832e-04 2.1781e+01 4.1904e-06 4.1904e-06 
7.1832e-04 2.1897e+01 4.1394e-06 4.1394e-06 
7.1832e-04 2.2014e+01 4.0890e-06 4.0890e-06 
7.1832e-04 2.2131e+01 4.0397e-06 4.0397e-06 
7.1832e-04 2.2248e+01 3.9915e-06 3.9915e-06 
7.1832e-04 2.2366e+01 3.9440e-06 3.9440e-06 
7.1832e-04 2.2485e+01 3.8972e-06 3.8972e-06 
7.1832e-04 2.2605e+01 3.8511e-06 3.8511e-06 
7.1832e-04 2.2725e+01 3.8060e-06 3.8060e-06 
7.1832e-04 2.2846e+01 3.7616e-06 3.7616e-06 
7.1832e-04 2.2967e+01 3.7182e-06 3.7182e-06 
7.1832e-04 2.3089e+01 3.6755e-06 3.6755e-06 
7.1832e-04 2.3212e+01 3.6333e-06 3.6333e-06 
7.1832e-04 2.3335e+01 3.5918e-06 3.5918e-06 
7.1832e-04 2.3459e+01 3.5509e-06 3.5509e-06 
7.1832e-04 2.3584e+01 3.5106e-06 3.5106e-06 
7.1832e-04 2.3709e+01 3.4712e-06 3.4712e-06 
7.1832e-04 2.3835e+01 3.4324e-06 3.4324e-06 
7.1832e-04 2.3962e+01 3.3942e-06 3.3942e-06 
7.1832e-04 2.4089e+01 3.3568e-06 3.3568e-06 
7.1832e-04 2.4217e+01 3.3201e-06 3.3201e-06 
7.1832e-04 2.4346e+01 3.2838e-06 3.2838e-06 
7.1832e-04 2.4476e+01 3.2482e-06 3.2482e-06 
7.1832e-04 2.4606e+01 3.2132e-06 3.2132e-06 
7.1832e-04 2.4736e+01 3.1788e-06 3.1788e-06 
7.1832e-04 2.4868e+01 3.1445e-06 3.1445e-06 
7.1832e-04 2.5000e+01 3.1110e-06 3.1110e-06 
7.1832e-04 2.6596e+01 2.7585e-06 2.7585e-06 
7.1832e-04 2.8295e+01 2.4636e-06 2.4636e-06 
7.1832e-04 3.0101e+01 2.2126e-06 2.2126e-06 
7.1832e-04 3.2023e+01 1.9935e-06 1.9935e-06 
7.1832e-04 3.4068e+01 1.7971e-06 1.7971e-06 
7.1832e-04 3.6243e+01 1.6179e-06 1.6179e-06 
7.1832e-04 3.8557e+01 1.4522e-06 1.4522e-06 
7.1832e-04 4.1019e+01 1.2986e-06 1.2986e-06 
7.1832e-04 4.3638e+01 1.1566e-06 1.1566e-06 
7.1832e-04 4.6425e+01 1.0264e-06 1.0264e-06 
7.1832e-04 4.9389e+01 9.0827e-07 9.0827e-07 
7.1832e-04 5.2543e+01 8.0191e-07 8.0191e-07 
7.1832e-04 5.5898e+01 7.0681e-07 7.0681e-07 
7.1832e-04 5.9467e+01 6.2224e-07 6.2224e-07 
7.1832e-04 6.3264e+01 5.4736e-07 5.4736e-07 
7.1832e-04 6.7303e+01 4.8128e-07 4.8128e-07 
7.1832e-04 7.1601e+01 4.2309e-07 4.2309e-07 
7.1832e-04 7.6173e+01 3.7197e-07 3.7197e-07 
7.1832e-04 8.1036e+01 3.2710e-07 3.2710e-07 
7.1832e-04 8.6211e+01 2.8777e-07 2.8777e-07 
7.1832e-04 9.1715e+01 2.5336e-07 2.5336e-07 
7.1832e-04 9.7572e+01 2.2317e-07 2.2317e-07 
7.1832e-04 1.0380e+02 1.9677e-07 1.9677e-07 
7.1832e-04 1.1043e+02 1.7384e-07 1.7384e-07 
7.1832e-04 1.1748e+02 1.5411e-07 1.5411e-07 
7.1832e-04 1.2498e+02 1.3726e-07 1.3726e-07 
7.1832e-04 1.3296e+02 1.2275e-07 1.2275e-07 
7.1832e-04 1.4145e+02 1.0933e-07 1.0933e-07 
7.1832e-04 1.5048e+02 9.6175e-08 9.6175e-08 
7.1832e-04 1.6009e+02 8.3967e-08 8.3967e-08 
7.1832e-04 1.7031e+02 7.3325e-08 7.3325e-08 
7.1832e-04 1.8119e+02 6.4192e-08 6.4192e-08 
7.1832e-04 1.9276e+02 5.6336e-08 5.6336e-08 
7.1832e-04 2.0507e+02 4.9521e-08 4.9521e-08 
7.1832e-04 2.1816e+02 4.3585e-08 4.3585e-08 
7.1832e-04 2.3209e+02 3.8392e-08 3.8392e-08 
7.1832e-04 2.4691e+02 3.3837e-08 3.3837e-08 
7.1832e-04 2.6268e+02 2.9835e-08 2.9835e-08 
7.1832e-04 2.7945e+02 2.6318e-08 2.6318e-08 
7.1832e-04 2.9729e+02 2.3222e-08 2.3222e-08 
7.1832e-04 3.1627e+02 2.0494e-08 2.0494e-08 
7.1832e-04 3.3647e+02 1.8088e-08 1.8088e-08 
7.1832e-04 3.5795e+02 1.5969e-08 1.5969e-08 
7.1832e-04 3.8081e+02 1.4099e-08 1.4099e-08 
7.1832e-04 4.0512e+02 1.2449e-08 1.2449e-08 
7.1832e-04 4.3099e+02 1.0994e-08 1.0994e-08 
7.1832e-04 4.5851e+02 9.7086e-09 9.7086e-09 
7.1832e-04 4.8779e+02 8.5745e-09 8.5745e-09 
7.1832e-04 5.1893e+02 7.5735e-09 7.5735e-09 
7.1832e-04 5.5207e+02 6.6894e-09 6.6894e-09 
7.1832e-04 5.8732e+02 5.9088e-09 5.9088e-09 
7.1832e-04 6.2482e+02 5.2195e-09 5.2195e-09 
7.1832e-04 6.6471e+02 4.6108e-09 4.6108e-09 
7.1832e-04 7.0716e+02 4.0730e-09 4.0730e-09 
7.1832e-04 7.5231e+02 3.5983e-09 3.5983e-09 
7.1832e-04 8.0035e+02 3.1788e-09 3.1788e-09 
7.1832e-04 8.5145e+02 2.8083e-09 2.8083e-09 
7.1832e-04 9.0582e+02 2.4810e-09 2.4810e-09 
7.1832e-04 9.6366e+02 2.1919e-09 2.1919e-09 
7.1832e-04 1.0252e+03 1.9365e-09 1.9365e-09 
7.1832e-04 1.0906e+03 1.7111e-09 1.7111e-09 
7.1832e-04 1.1603e+03 1.5115e-09 1.5115e-09 
7.1832e-04 1.2344e+03 1.3354e-09 1.3354e-09 
7.1832e-04 1.3132e+03 1.1800e-09 1.1800e-09 
7.1832e-04 1.3970e+03 1.0426e-09 1.0426e-09 
7.1832e-04 1.4862e+03 9.2111e-10 9.2111e-10 
7.1832e-04 1.5811e+03 8.1385e-10 8.1385e-10 
7.1832e-04 1.6821e+03 7.1905e-10 7.1905e-10 
7.1832e-04 1.7895e+03 6.3528e-10 6.3528e-10 
7.1832e-04 1.9038e+03 5.6128e-10 5.6128e-10 
7.1832e-04 2.0253e+03 4.9596e-10 4.9596e-10 
7.1832e-04 2.1546e+03 4.3819e-10 4.3819e-10 
7.1832e-04 2.2922e+03 3.8716e-10 3.8716e-10 
7.1832e-04 2.4386e+03 3.4207e-10 3.4207e-10 
7.1832e-04 2.5943e+03 3.0223e-10 3.0223e-10 
7.1832e-04 2.7599e+03 2.6705e-10 2.6705e-10 
7.1832e-04 2.9362e+03 2.3594e-10 2.3594e-10 
