# This is ionized PAHs from DL (2007)
# nsize (number of sampled sizes in this file
# sizes (microns)
# n_size = 30 
#    3.0000E-04  3.3056E-04  3.6424E-04  4.0135E-04  4.4223E-04  4.8729E-04  5.3693E-04  5.9163E-04  6.5190E-04  7.1832E-04  7.9150E-04  8.7213E-04  9.6098E-04  1.0589E-03  1.1668E-03  1.2856E-03  1.4166E-03  1.5609E-03  1.7199E-03  1.8951E-03  2.0882E-03  2.3010E-03  2.5354E-03  2.7937E-03  3.0783E-03  3.3919E-03  3.7374E-03  4.1182E-03  4.5377E-03  5.0000E-03
#
# Index=	   0  radius=   0.0003000000
# Radius 	 Lambda 	 Qabs 	 Qext 
2.3010e-03 7.1601e+01 1.3553e-06 1.3553e-06 
2.3010e-03 7.6173e+01 1.1915e-06 1.1915e-06 
2.3010e-03 8.1036e+01 1.0478e-06 1.0478e-06 
2.3010e-03 8.6211e+01 9.2180e-07 9.2180e-07 
2.3010e-03 9.1715e+01 8.1157e-07 8.1157e-07 
2.3010e-03 9.7572e+01 7.1486e-07 7.1486e-07 
2.3010e-03 1.0380e+02 6.3032e-07 6.3032e-07 
2.3010e-03 1.1043e+02 5.5687e-07 5.5687e-07 
2.3010e-03 1.1748e+02 4.9364e-07 4.9364e-07 
2.3010e-03 1.2498e+02 4.3967e-07 4.3967e-07 
2.3010e-03 1.3296e+02 3.9319e-07 3.9319e-07 
2.3010e-03 1.4145e+02 3.5020e-07 3.5020e-07 
2.3010e-03 1.5048e+02 3.0807e-07 3.0807e-07 
2.3010e-03 1.6009e+02 2.6897e-07 2.6897e-07 
2.3010e-03 1.7031e+02 2.3488e-07 2.3488e-07 
2.3010e-03 1.8119e+02 2.0562e-07 2.0562e-07 
2.3010e-03 1.9276e+02 1.8046e-07 1.8046e-07 
2.3010e-03 2.0507e+02 1.5863e-07 1.5863e-07 
2.3010e-03 2.1816e+02 1.3961e-07 1.3961e-07 
2.3010e-03 2.3209e+02 1.2298e-07 1.2298e-07 
2.3010e-03 2.4691e+02 1.0839e-07 1.0839e-07 
2.3010e-03 2.6268e+02 9.5570e-08 9.5570e-08 
2.3010e-03 2.7945e+02 8.4305e-08 8.4305e-08 
2.3010e-03 2.9729e+02 7.4385e-08 7.4385e-08 
2.3010e-03 3.1627e+02 6.5646e-08 6.5646e-08 
2.3010e-03 3.3647e+02 5.7942e-08 5.7942e-08 
2.3010e-03 3.5795e+02 5.1153e-08 5.1153e-08 
2.3010e-03 3.8081e+02 4.5161e-08 4.5161e-08 
2.3010e-03 4.0512e+02 3.9879e-08 3.9879e-08 
2.3010e-03 4.3099e+02 3.5215e-08 3.5215e-08 
2.3010e-03 4.5851e+02 3.1099e-08 3.1099e-08 
2.3010e-03 4.8779e+02 2.7466e-08 2.7466e-08 
2.3010e-03 5.1893e+02 2.4260e-08 2.4260e-08 
2.3010e-03 5.5207e+02 2.1428e-08 2.1428e-08 
2.3010e-03 5.8732e+02 1.8927e-08 1.8927e-08 
2.3010e-03 6.2482e+02 1.6719e-08 1.6719e-08 
2.3010e-03 6.6471e+02 1.4770e-08 1.4770e-08 
2.3010e-03 7.0716e+02 1.3047e-08 1.3047e-08 
2.3010e-03 7.5231e+02 1.1526e-08 1.1526e-08 
2.3010e-03 8.0035e+02 1.0183e-08 1.0183e-08 
2.3010e-03 8.5145e+02 8.9958e-09 8.9958e-09 
2.3010e-03 9.0582e+02 7.9474e-09 7.9474e-09 
2.3010e-03 9.6366e+02 7.0213e-09 7.0213e-09 
2.3010e-03 1.0252e+03 6.2030e-09 6.2030e-09 
2.3010e-03 1.0906e+03 5.4810e-09 5.4810e-09 
2.3010e-03 1.1603e+03 4.8419e-09 4.8419e-09 
2.3010e-03 1.2344e+03 4.2777e-09 4.2777e-09 
2.3010e-03 1.3132e+03 3.7797e-09 3.7797e-09 
2.3010e-03 1.3970e+03 3.3396e-09 3.3396e-09 
2.3010e-03 1.4862e+03 2.9506e-09 2.9506e-09 
2.3010e-03 1.5811e+03 2.6070e-09 2.6070e-09 
2.3010e-03 1.6821e+03 2.3033e-09 2.3033e-09 
2.3010e-03 1.7895e+03 2.0350e-09 2.0350e-09 
2.3010e-03 1.9038e+03 1.7979e-09 1.7979e-09 
2.3010e-03 2.0253e+03 1.5887e-09 1.5887e-09 
2.3010e-03 2.1546e+03 1.4036e-09 1.4036e-09 
2.3010e-03 2.2922e+03 1.2402e-09 1.2402e-09 
2.3010e-03 2.4386e+03 1.0957e-09 1.0957e-09 
2.3010e-03 2.5943e+03 9.6811e-10 9.6811e-10 
2.3010e-03 2.7599e+03 8.5544e-10 8.5544e-10 
2.3010e-03 2.9362e+03 7.5578e-10 7.5578e-10 
2.3010e-03 3.1236e+03 6.6781e-10 6.6781e-10 
2.3010e-03 3.3231e+03 5.9003e-10 5.9003e-10 
2.3010e-03 3.5353e+03 5.2132e-10 5.2132e-10 
2.3010e-03 3.7610e+03 4.6062e-10 4.6062e-10 
2.3010e-03 4.0012e+03 4.0698e-10 4.0698e-10 
2.3010e-03 4.2566e+03 3.5961e-10 3.5961e-10 
2.3010e-03 4.5284e+03 3.1773e-10 3.1773e-10 
2.3010e-03 4.8176e+03 2.8072e-10 2.8072e-10 
2.3010e-03 5.1252e+03 2.4804e-10 2.4804e-10 
2.3010e-03 5.4524e+03 2.1916e-10 2.1916e-10 
2.3010e-03 5.8006e+03 1.9364e-10 1.9364e-10 
2.3010e-03 6.1710e+03 1.7109e-10 1.7109e-10 
2.3010e-03 6.5650e+03 1.5117e-10 1.5117e-10 
2.3010e-03 6.9842e+03 1.3357e-10 1.3357e-10 
2.3010e-03 7.4301e+03 1.1802e-10 1.1802e-10 
2.3010e-03 7.9046e+03 1.0427e-10 1.0427e-10 
2.3010e-03 8.4093e+03 9.2132e-11 9.2132e-11 
2.3010e-03 8.9462e+03 8.1406e-11 8.1406e-11 
2.3010e-03 9.5174e+03 7.1928e-11 7.1928e-11 
2.3010e-03 1.0125e+04 6.3554e-11 6.3554e-11 
2.3010e-03 1.0772e+04 5.6149e-11 5.6149e-11 
2.3010e-03 1.1459e+04 4.9618e-11 4.9618e-11 
2.3010e-03 1.2191e+04 4.3838e-11 4.3838e-11 
2.3010e-03 1.2970e+04 3.8731e-11 3.8731e-11 
2.3010e-03 1.3798e+04 3.4222e-11 3.4222e-11 
2.3010e-03 1.4679e+04 3.0237e-11 3.0237e-11 
2.3010e-03 1.5616e+04 2.6717e-11 2.6717e-11 
2.3010e-03 1.6613e+04 2.3607e-11 2.3607e-11 
2.3010e-03 1.7674e+04 2.0857e-11 2.0857e-11 
2.3010e-03 1.8802e+04 1.8430e-11 1.8430e-11 
2.3010e-03 2.0003e+04 1.6283e-11 1.6283e-11 
2.3010e-03 2.1280e+04 1.4387e-11 1.4387e-11 
2.3010e-03 2.2639e+04 1.2712e-11 1.2712e-11 
2.3010e-03 2.4084e+04 1.1232e-11 1.1232e-11 
2.3010e-03 2.5622e+04 9.9243e-12 9.9243e-12 
2.3010e-03 2.7258e+04 8.7686e-12 8.7686e-12 
2.3010e-03 2.8999e+04 7.7475e-12 7.7475e-12 
2.3010e-03 3.0850e+04 6.8455e-12 6.8455e-12 
2.3010e-03 3.2820e+04 6.0484e-12 6.0484e-12 
2.3010e-03 3.4916e+04 5.3441e-12 5.3441e-12 
2.3010e-03 3.7145e+04 4.7219e-12 4.7219e-12 
2.3010e-03 3.9517e+04 4.1720e-12 4.1720e-12 
2.3010e-03 4.2040e+04 3.6863e-12 3.6863e-12 
2.3010e-03 4.4725e+04 3.2569e-12 3.2569e-12 
2.3010e-03 4.7580e+04 2.8778e-12 2.8778e-12 
2.3010e-03 5.0618e+04 2.5427e-12 2.5427e-12 
2.3010e-03 5.3850e+04 2.2466e-12 2.2466e-12 
2.3010e-03 5.7289e+04 1.9850e-12 1.9850e-12 
2.3010e-03 6.0947e+04 1.7539e-12 1.7539e-12 
2.3010e-03 6.4838e+04 1.5497e-12 1.5497e-12 
2.3010e-03 6.8978e+04 1.3692e-12 1.3692e-12 
2.3010e-03 7.3383e+04 1.2098e-12 1.2098e-12 
2.3010e-03 7.8068e+04 1.0689e-12 1.0689e-12 
2.3010e-03 8.3053e+04 9.4445e-13 9.4445e-13 
2.3010e-03 8.8356e+04 8.3449e-13 8.3449e-13 
2.3010e-03 9.3998e+04 7.3732e-13 7.3732e-13 
2.3010e-03 1.0000e+05 6.5145e-13 6.5145e-13 


# Index=	   22  radius=   0.0025354000
# Radius 	 Lambda 	 Qabs 	 Qext 
2.5354e-03 4.0000e-02 1.5552e-01 1.5552e-01 
2.5354e-03 4.0657e-02 1.5936e-01 1.5936e-01 
2.5354e-03 4.1325e-02 1.6327e-01 1.6327e-01 
2.5354e-03 4.2004e-02 1.6726e-01 1.6726e-01 
2.5354e-03 4.2694e-02 1.7471e-01 1.7471e-01 
2.5354e-03 4.3395e-02 1.8310e-01 1.8310e-01 
2.5354e-03 4.4108e-02 1.9185e-01 1.9185e-01 
2.5354e-03 4.4832e-02 2.0192e-01 2.0192e-01 
2.5354e-03 4.5569e-02 2.1422e-01 2.1422e-01 
2.5354e-03 4.6317e-02 2.2737e-01 2.2737e-01 
2.5354e-03 4.7078e-02 2.4148e-01 2.4148e-01 
2.5354e-03 4.7851e-02 2.5668e-01 2.5668e-01 
2.5354e-03 4.8637e-02 2.7319e-01 2.7319e-01 
2.5354e-03 4.9436e-02 2.9127e-01 2.9127e-01 
2.5354e-03 5.0248e-02 3.0992e-01 3.0992e-01 
2.5354e-03 5.1073e-02 3.2838e-01 3.2838e-01 
2.5354e-03 5.1912e-02 3.4870e-01 3.4870e-01 
2.5354e-03 5.2765e-02 3.7099e-01 3.7099e-01 
2.5354e-03 5.3632e-02 3.9281e-01 3.9281e-01 
2.5354e-03 5.4513e-02 4.1613e-01 4.1613e-01 
2.5354e-03 5.5408e-02 4.4192e-01 4.4192e-01 
2.5354e-03 5.6318e-02 4.6917e-01 4.6917e-01 
2.5354e-03 5.7243e-02 4.9696e-01 4.9696e-01 
2.5354e-03 5.8184e-02 5.5311e-01 5.5311e-01 
2.5354e-03 5.9139e-02 6.2210e-01 6.2210e-01 
2.5354e-03 6.0111e-02 6.9009e-01 6.9009e-01 
2.5354e-03 6.1098e-02 7.5694e-01 7.5694e-01 
2.5354e-03 6.2102e-02 8.2280e-01 8.2280e-01 
2.5354e-03 6.3122e-02 8.8760e-01 8.8760e-01 
2.5354e-03 6.4159e-02 9.5141e-01 9.5141e-01 
2.5354e-03 6.5213e-02 1.0142e+00 1.0142e+00 
2.5354e-03 6.6284e-02 1.0760e+00 1.0760e+00 
2.5354e-03 6.7372e-02 1.1337e+00 1.1337e+00 
2.5354e-03 6.8479e-02 1.1989e+00 1.1989e+00 
2.5354e-03 6.9604e-02 1.2616e+00 1.2616e+00 
2.5354e-03 7.0747e-02 1.3086e+00 1.3086e+00 
2.5354e-03 7.1909e-02 1.3254e+00 1.3254e+00 
2.5354e-03 7.3091e-02 1.3038e+00 1.3038e+00 
2.5354e-03 7.4291e-02 1.2468e+00 1.2468e+00 
2.5354e-03 7.5511e-02 1.1666e+00 1.1666e+00 
2.5354e-03 7.6752e-02 1.0778e+00 1.0778e+00 
2.5354e-03 7.8012e-02 9.9134e-01 9.9134e-01 
2.5354e-03 7.9294e-02 9.1291e-01 9.1291e-01 
2.5354e-03 8.0596e-02 8.4456e-01 8.4456e-01 
2.5354e-03 8.1920e-02 7.8593e-01 7.8593e-01 
2.5354e-03 8.3266e-02 7.3592e-01 7.3592e-01 
2.5354e-03 8.4634e-02 6.9332e-01 6.9332e-01 
2.5354e-03 8.6024e-02 6.5666e-01 6.5666e-01 
2.5354e-03 8.7437e-02 6.2479e-01 6.2479e-01 
2.5354e-03 8.8873e-02 5.9680e-01 5.9680e-01 
2.5354e-03 9.0333e-02 5.7195e-01 5.7195e-01 
2.5354e-03 9.1817e-02 5.4964e-01 5.4964e-01 
2.5354e-03 9.3325e-02 5.2943e-01 5.2943e-01 
2.5354e-03 9.4858e-02 5.1087e-01 5.1087e-01 
2.5354e-03 9.6416e-02 4.9377e-01 4.9377e-01 
2.5354e-03 9.7999e-02 4.7792e-01 4.7792e-01 
2.5354e-03 9.9609e-02 4.6308e-01 4.6308e-01 
2.5354e-03 1.0125e-01 4.4309e-01 4.4309e-01 
2.5354e-03 1.0291e-01 4.2456e-01 4.2456e-01 
2.5354e-03 1.0460e-01 4.0609e-01 4.0609e-01 
2.5354e-03 1.0632e-01 3.8780e-01 3.8780e-01 
2.5354e-03 1.0806e-01 3.6984e-01 3.6984e-01 
2.5354e-03 1.0984e-01 3.5210e-01 3.5210e-01 
2.5354e-03 1.1164e-01 3.3489e-01 3.3489e-01 
2.5354e-03 1.1348e-01 3.1808e-01 3.1808e-01 
2.5354e-03 1.1534e-01 3.0186e-01 3.0186e-01 
2.5354e-03 1.1723e-01 2.8622e-01 2.8622e-01 
2.5354e-03 1.1916e-01 2.7116e-01 2.7116e-01 
2.5354e-03 1.2112e-01 2.5676e-01 2.5676e-01 
2.5354e-03 1.2311e-01 2.4307e-01 2.4307e-01 
2.5354e-03 1.2513e-01 2.3012e-01 2.3012e-01 
2.5354e-03 1.2718e-01 2.1795e-01 2.1795e-01 
2.5354e-03 1.2927e-01 2.0650e-01 2.0650e-01 
2.5354e-03 1.3140e-01 1.9397e-01 1.9397e-01 
2.5354e-03 1.3356e-01 1.8581e-01 1.8581e-01 
2.5354e-03 1.3575e-01 1.7860e-01 1.7860e-01 
2.5354e-03 1.3798e-01 1.7227e-01 1.7227e-01 
2.5354e-03 1.4025e-01 1.6679e-01 1.6679e-01 
2.5354e-03 1.4255e-01 1.6216e-01 1.6216e-01 
2.5354e-03 1.4489e-01 1.5833e-01 1.5833e-01 
2.5354e-03 1.4727e-01 1.5526e-01 1.5526e-01 
2.5354e-03 1.4969e-01 1.5297e-01 1.5297e-01 
2.5354e-03 1.5215e-01 1.5144e-01 1.5144e-01 
2.5354e-03 1.5465e-01 1.5067e-01 1.5067e-01 
2.5354e-03 1.5719e-01 1.5066e-01 1.5066e-01 
2.5354e-03 1.5977e-01 1.5145e-01 1.5145e-01 
2.5354e-03 1.6239e-01 1.5306e-01 1.5306e-01 
2.5354e-03 1.6506e-01 1.5556e-01 1.5556e-01 
2.5354e-03 1.6777e-01 1.5901e-01 1.5901e-01 
2.5354e-03 1.7053e-01 1.6350e-01 1.6350e-01 
2.5354e-03 1.7333e-01 1.6894e-01 1.6894e-01 
2.5354e-03 1.7618e-01 1.7547e-01 1.7547e-01 
2.5354e-03 1.7907e-01 1.8331e-01 1.8331e-01 
2.5354e-03 1.8201e-01 1.9274e-01 1.9274e-01 
2.5354e-03 1.8500e-01 2.0412e-01 2.0412e-01 
2.5354e-03 1.8804e-01 2.1782e-01 2.1782e-01 
2.5354e-03 1.9113e-01 2.3427e-01 2.3427e-01 
2.5354e-03 1.9427e-01 2.5386e-01 2.5386e-01 
2.5354e-03 1.9746e-01 2.7677e-01 2.7677e-01 
2.5354e-03 2.0070e-01 3.0281e-01 3.0281e-01 
2.5354e-03 2.0400e-01 3.3114e-01 3.3114e-01 
2.5354e-03 2.0735e-01 3.5951e-01 3.5951e-01 
2.5354e-03 2.1076e-01 3.8437e-01 3.8437e-01 
2.5354e-03 2.1422e-01 4.0124e-01 4.0124e-01 
2.5354e-03 2.1774e-01 4.0627e-01 4.0627e-01 
2.5354e-03 2.2131e-01 3.9806e-01 3.9806e-01 
2.5354e-03 2.2495e-01 3.7843e-01 3.7843e-01 
2.5354e-03 2.2864e-01 3.5161e-01 3.5161e-01 
2.5354e-03 2.3240e-01 3.2187e-01 3.2187e-01 
2.5354e-03 2.3622e-01 2.9266e-01 2.9266e-01 
2.5354e-03 2.4010e-01 2.6593e-01 2.6593e-01 
2.5354e-03 2.4404e-01 2.4247e-01 2.4247e-01 
2.5354e-03 2.4805e-01 2.2234e-01 2.2234e-01 
2.5354e-03 2.5212e-01 2.0531e-01 2.0531e-01 
2.5354e-03 2.5627e-01 1.9090e-01 1.9090e-01 
2.5354e-03 2.6047e-01 1.7880e-01 1.7880e-01 
2.5354e-03 2.6475e-01 1.6856e-01 1.6856e-01 
2.5354e-03 2.6910e-01 1.5986e-01 1.5986e-01 
2.5354e-03 2.7352e-01 1.5243e-01 1.5243e-01 
2.5354e-03 2.7802e-01 1.4604e-01 1.4604e-01 
2.5354e-03 2.8258e-01 1.4054e-01 1.4054e-01 
2.5354e-03 2.8722e-01 1.3573e-01 1.3573e-01 
2.5354e-03 2.9194e-01 1.3152e-01 1.3152e-01 
2.5354e-03 2.9674e-01 1.2782e-01 1.2782e-01 
2.5354e-03 3.0161e-01 1.2454e-01 1.2454e-01 
2.5354e-03 3.0657e-01 1.1743e-01 1.1743e-01 
2.5354e-03 3.1160e-01 1.1285e-01 1.1285e-01 
2.5354e-03 3.1672e-01 1.0838e-01 1.0838e-01 
2.5354e-03 3.2192e-01 1.0402e-01 1.0402e-01 
2.5354e-03 3.2721e-01 9.9762e-02 9.9762e-02 
2.5354e-03 3.3258e-01 9.5621e-02 9.5621e-02 
2.5354e-03 3.3805e-01 9.1580e-02 9.1580e-02 
2.5354e-03 3.4360e-01 8.7655e-02 8.7655e-02 
2.5354e-03 3.4924e-01 8.3840e-02 8.3840e-02 
2.5354e-03 3.5498e-01 8.0130e-02 8.0130e-02 
2.5354e-03 3.6081e-01 7.6529e-02 7.6529e-02 
2.5354e-03 3.6674e-01 7.3032e-02 7.3032e-02 
2.5354e-03 3.7276e-01 6.9646e-02 6.9646e-02 
2.5354e-03 3.7888e-01 6.6364e-02 6.6364e-02 
2.5354e-03 3.8511e-01 6.3183e-02 6.3183e-02 
2.5354e-03 3.9143e-01 6.0111e-02 6.0111e-02 
2.5354e-03 3.9786e-01 5.7139e-02 5.7139e-02 
2.5354e-03 4.0440e-01 5.4267e-02 5.4267e-02 
2.5354e-03 4.1104e-01 5.1499e-02 5.1499e-02 
2.5354e-03 4.1779e-01 4.8829e-02 4.8829e-02 
2.5354e-03 4.2466e-01 4.6255e-02 4.6255e-02 
2.5354e-03 4.3163e-01 4.3781e-02 4.3781e-02 
2.5354e-03 4.3872e-01 4.1401e-02 4.1401e-02 
2.5354e-03 4.4593e-01 3.9114e-02 3.9114e-02 
2.5354e-03 4.5325e-01 3.6921e-02 3.6921e-02 
2.5354e-03 4.6070e-01 3.4816e-02 3.4816e-02 
2.5354e-03 4.6826e-01 3.2803e-02 3.2803e-02 
2.5354e-03 4.7596e-01 3.0872e-02 3.0872e-02 
2.5354e-03 4.8377e-01 2.9030e-02 2.9030e-02 
2.5354e-03 4.9172e-01 2.7268e-02 2.7268e-02 
2.5354e-03 4.9980e-01 2.5587e-02 2.5587e-02 
2.5354e-03 5.0801e-01 2.3985e-02 2.3985e-02 
2.5354e-03 5.1635e-01 2.2461e-02 2.2461e-02 
2.5354e-03 5.2483e-01 2.1010e-02 2.1010e-02 
2.5354e-03 5.3345e-01 1.9632e-02 1.9632e-02 
2.5354e-03 5.4222e-01 1.8323e-02 1.8323e-02 
2.5354e-03 5.5112e-01 1.7083e-02 1.7083e-02 
2.5354e-03 5.6018e-01 1.5907e-02 1.5907e-02 
2.5354e-03 5.6938e-01 1.4796e-02 1.4796e-02 
2.5354e-03 5.7873e-01 1.3746e-02 1.3746e-02 
2.5354e-03 5.8824e-01 1.2754e-02 1.2754e-02 
2.5354e-03 5.9790e-01 1.1820e-02 1.1820e-02 
2.5354e-03 6.0772e-01 1.0940e-02 1.0940e-02 
2.5354e-03 6.1770e-01 1.0112e-02 1.0112e-02 
2.5354e-03 6.2785e-01 9.3336e-03 9.3336e-03 
2.5354e-03 6.3816e-01 8.6035e-03 8.6035e-03 
2.5354e-03 6.4864e-01 7.9188e-03 7.9188e-03 
2.5354e-03 6.5930e-01 7.2767e-03 7.2767e-03 
2.5354e-03 6.7013e-01 6.6760e-03 6.6760e-03 
2.5354e-03 6.8113e-01 6.1144e-03 6.1144e-03 
2.5354e-03 6.9232e-01 5.5885e-03 5.5885e-03 
2.5354e-03 7.0369e-01 5.0968e-03 5.0968e-03 
2.5354e-03 7.1525e-01 4.6361e-03 4.6361e-03 
2.5354e-03 7.2700e-01 4.2038e-03 4.2038e-03 
2.5354e-03 7.3894e-01 3.7967e-03 3.7967e-03 
2.5354e-03 7.5108e-01 3.4103e-03 3.4103e-03 
2.5354e-03 7.6342e-01 3.0398e-03 3.0398e-03 
2.5354e-03 7.7596e-01 2.6787e-03 2.6787e-03 
2.5354e-03 7.8870e-01 2.3197e-03 2.3197e-03 
2.5354e-03 8.0166e-01 1.9583e-03 1.9583e-03 
2.5354e-03 8.1483e-01 1.6055e-03 1.6055e-03 
2.5354e-03 8.2821e-01 1.2956e-03 1.2956e-03 
2.5354e-03 8.4181e-01 1.0597e-03 1.0597e-03 
2.5354e-03 8.5564e-01 8.9640e-04 8.9640e-04 
2.5354e-03 8.6970e-01 7.8431e-04 7.8431e-04 
2.5354e-03 8.8398e-01 7.0180e-04 7.0180e-04 
2.5354e-03 8.9850e-01 6.3286e-04 6.3286e-04 
2.5354e-03 9.1326e-01 5.6701e-04 5.6701e-04 
2.5354e-03 9.2826e-01 4.9798e-04 4.9798e-04 
2.5354e-03 9.4351e-01 4.2293e-04 4.2293e-04 
2.5354e-03 9.5901e-01 3.4301e-04 3.4301e-04 
2.5354e-03 9.7476e-01 2.6520e-04 2.6520e-04 
2.5354e-03 9.9077e-01 2.0007e-04 2.0007e-04 
2.5354e-03 1.0070e+00 1.5336e-04 1.5336e-04 
2.5354e-03 1.0236e+00 1.2247e-04 1.2247e-04 
2.5354e-03 1.0404e+00 1.0271e-04 1.0271e-04 
2.5354e-03 1.0575e+00 8.9734e-05 8.9734e-05 
2.5354e-03 1.0749e+00 8.0899e-05 8.0899e-05 
2.5354e-03 1.0925e+00 7.4646e-05 7.4646e-05 
2.5354e-03 1.1105e+00 6.9959e-05 6.9959e-05 
2.5354e-03 1.1287e+00 6.6324e-05 6.6324e-05 
2.5354e-03 1.1472e+00 6.3375e-05 6.3375e-05 
2.5354e-03 1.1661e+00 6.0887e-05 6.0887e-05 
2.5354e-03 1.1852e+00 5.8738e-05 5.8738e-05 
2.5354e-03 1.2047e+00 5.6815e-05 5.6815e-05 
2.5354e-03 1.2245e+00 5.5076e-05 5.5076e-05 
2.5354e-03 1.2446e+00 5.3474e-05 5.3474e-05 
2.5354e-03 1.2651e+00 5.1968e-05 5.1968e-05 
2.5354e-03 1.2858e+00 5.0557e-05 5.0557e-05 
2.5354e-03 1.3070e+00 4.9203e-05 4.9203e-05 
2.5354e-03 1.3284e+00 4.7918e-05 4.7918e-05 
2.5354e-03 1.3502e+00 4.6675e-05 4.6675e-05 
2.5354e-03 1.3724e+00 4.5480e-05 4.5480e-05 
2.5354e-03 1.3950e+00 4.4322e-05 4.4322e-05 
2.5354e-03 1.4179e+00 4.3202e-05 4.3202e-05 
2.5354e-03 1.4412e+00 4.2119e-05 4.2119e-05 
2.5354e-03 1.4648e+00 4.1075e-05 4.1075e-05 
2.5354e-03 1.4889e+00 4.0053e-05 4.0053e-05 
2.5354e-03 1.5134e+00 3.9059e-05 3.9059e-05 
2.5354e-03 1.5382e+00 3.8102e-05 3.8102e-05 
2.5354e-03 1.5635e+00 3.7167e-05 3.7167e-05 
2.5354e-03 1.5892e+00 3.6258e-05 3.6258e-05 
2.5354e-03 1.6153e+00 3.5377e-05 3.5377e-05 
2.5354e-03 1.6418e+00 3.4525e-05 3.4525e-05 
2.5354e-03 1.6688e+00 3.3692e-05 3.3692e-05 
2.5354e-03 1.6962e+00 3.2881e-05 3.2881e-05 
2.5354e-03 1.7240e+00 3.2095e-05 3.2095e-05 
2.5354e-03 1.7524e+00 3.1323e-05 3.1323e-05 
2.5354e-03 1.7811e+00 3.0575e-05 3.0575e-05 
2.5354e-03 1.8104e+00 2.9844e-05 2.9844e-05 
2.5354e-03 1.8401e+00 2.9134e-05 2.9134e-05 
2.5354e-03 1.8704e+00 2.8439e-05 2.8439e-05 
2.5354e-03 1.9011e+00 2.7764e-05 2.7764e-05 
2.5354e-03 1.9323e+00 2.7108e-05 2.7108e-05 
2.5354e-03 1.9641e+00 2.6468e-05 2.6468e-05 
2.5354e-03 1.9963e+00 2.5847e-05 2.5847e-05 
2.5354e-03 2.0291e+00 2.5242e-05 2.5242e-05 
2.5354e-03 2.0624e+00 2.4654e-05 2.4654e-05 
2.5354e-03 2.0963e+00 2.4081e-05 2.4081e-05 
2.5354e-03 2.1307e+00 2.3525e-05 2.3525e-05 
2.5354e-03 2.1657e+00 2.2982e-05 2.2982e-05 
2.5354e-03 2.2013e+00 2.2454e-05 2.2454e-05 
2.5354e-03 2.2375e+00 2.1942e-05 2.1942e-05 
2.5354e-03 2.2742e+00 2.1449e-05 2.1449e-05 
2.5354e-03 2.3116e+00 2.0973e-05 2.0973e-05 
2.5354e-03 2.3496e+00 2.0512e-05 2.0512e-05 
2.5354e-03 2.3881e+00 2.0068e-05 2.0068e-05 
2.5354e-03 2.4274e+00 1.9643e-05 1.9643e-05 
2.5354e-03 2.4672e+00 1.9235e-05 1.9235e-05 
2.5354e-03 2.5078e+00 1.8844e-05 1.8844e-05 
2.5354e-03 2.5490e+00 1.8467e-05 1.8467e-05 
2.5354e-03 2.5908e+00 1.8108e-05 1.8108e-05 
2.5354e-03 2.6334e+00 1.7770e-05 1.7770e-05 
2.5354e-03 2.6766e+00 1.7458e-05 1.7458e-05 
2.5354e-03 2.7206e+00 1.7173e-05 1.7173e-05 
2.5354e-03 2.7653e+00 1.6926e-05 1.6926e-05 
2.5354e-03 2.8107e+00 1.6729e-05 1.6729e-05 
2.5354e-03 2.8569e+00 1.6602e-05 1.6602e-05 
2.5354e-03 2.9038e+00 1.6573e-05 1.6573e-05 
2.5354e-03 2.9515e+00 1.6699e-05 1.6699e-05 
2.5354e-03 3.0000e+00 1.7085e-05 1.7085e-05 
2.5354e-03 3.0159e+00 1.7297e-05 1.7297e-05 
2.5354e-03 3.0320e+00 1.7575e-05 1.7575e-05 
2.5354e-03 3.0481e+00 1.7927e-05 1.7927e-05 
2.5354e-03 3.0643e+00 1.8380e-05 1.8380e-05 
2.5354e-03 3.0806e+00 1.8966e-05 1.8966e-05 
2.5354e-03 3.0969e+00 1.9724e-05 1.9724e-05 
2.5354e-03 3.1134e+00 2.0728e-05 2.0728e-05 
2.5354e-03 3.1300e+00 2.2077e-05 2.2077e-05 
2.5354e-03 3.1466e+00 2.3914e-05 2.3914e-05 
2.5354e-03 3.1633e+00 2.6502e-05 2.6502e-05 
2.5354e-03 3.1801e+00 3.0284e-05 3.0284e-05 
2.5354e-03 3.1970e+00 3.6080e-05 3.6080e-05 
2.5354e-03 3.2140e+00 4.5536e-05 4.5536e-05 
2.5354e-03 3.2311e+00 6.2345e-05 6.2345e-05 
2.5354e-03 3.2483e+00 9.5991e-05 9.5991e-05 
2.5354e-03 3.2655e+00 1.7451e-04 1.7451e-04 
2.5354e-03 3.2829e+00 3.8837e-04 3.8837e-04 
2.5354e-03 3.3003e+00 6.6960e-04 6.6960e-04 
2.5354e-03 3.3179e+00 3.7513e-04 3.7513e-04 
2.5354e-03 3.3355e+00 1.6984e-04 1.6984e-04 
2.5354e-03 3.3532e+00 9.3680e-05 9.3680e-05 
2.5354e-03 3.3711e+00 6.0772e-05 6.0772e-05 
2.5354e-03 3.3890e+00 4.4249e-05 4.4249e-05 
2.5354e-03 3.4070e+00 3.4829e-05 3.4829e-05 
2.5354e-03 3.4251e+00 2.8971e-05 2.8971e-05 
2.5354e-03 3.4433e+00 2.5081e-05 2.5081e-05 
2.5354e-03 3.4616e+00 2.2363e-05 2.2363e-05 
2.5354e-03 3.4800e+00 2.0383e-05 2.0383e-05 
