U=1.000 
ngas=6.000e+06 (cm-3) 
mean_lam=1.300 (um) 
gamma=0.700 
amax=2.500 (um) 
dust_composition=astro 
! 
Av= 0.000,14.796,41.154,221.104,10886.093
! 
NH= 0.00000e+00,2.14542e+22,5.96732e+22,3.20601e+23,1.57848e+25
! 
w	 p(Av=0.000)	 p(Av=14.796)	 p(Av=41.154)	 p(Av=221.104)	 p(Av=10886.093)
2.399e+03	 -4.863e-02	 8.402e-04	 2.104e-03	 3.936e-03	 nan	 
2.427e+03	 -4.780e-02	 8.259e-04	 2.068e-03	 3.869e-03	 nan	 
2.455e+03	 -4.698e-02	 8.117e-04	 2.032e-03	 3.802e-03	 nan	 
2.483e+03	 -4.615e-02	 7.973e-04	 1.996e-03	 3.735e-03	 nan	 
2.512e+03	 -4.535e-02	 7.836e-04	 1.962e-03	 3.671e-03	 nan	 
2.541e+03	 -4.457e-02	 7.701e-04	 1.928e-03	 3.608e-03	 nan	 
2.570e+03	 -4.379e-02	 7.566e-04	 1.894e-03	 3.545e-03	 nan	 
2.600e+03	 -4.303e-02	 7.435e-04	 1.861e-03	 3.483e-03	 nan	 
2.630e+03	 -4.230e-02	 7.309e-04	 1.830e-03	 3.424e-03	 nan	 
2.661e+03	 -4.155e-02	 7.179e-04	 1.797e-03	 3.363e-03	 nan	 
2.692e+03	 -4.083e-02	 7.054e-04	 1.766e-03	 3.304e-03	 nan	 
2.723e+03	 -4.014e-02	 6.934e-04	 1.736e-03	 3.248e-03	 nan	 
2.754e+03	 -3.943e-02	 6.812e-04	 1.706e-03	 3.191e-03	 nan	 
2.786e+03	 -3.875e-02	 6.695e-04	 1.676e-03	 3.136e-03	 nan	 
2.818e+03	 -3.809e-02	 6.581e-04	 1.648e-03	 3.083e-03	 nan	 
2.851e+03	 -3.743e-02	 6.467e-04	 1.619e-03	 3.030e-03	 nan	 
2.884e+03	 -3.677e-02	 6.352e-04	 1.590e-03	 2.976e-03	 nan	 
2.917e+03	 -3.614e-02	 6.244e-04	 1.563e-03	 2.925e-03	 nan	 
2.951e+03	 -3.552e-02	 6.137e-04	 1.537e-03	 2.875e-03	 nan	 
2.985e+03	 -3.489e-02	 6.028e-04	 1.509e-03	 2.824e-03	 nan	 
3.020e+03	 -3.429e-02	 5.925e-04	 1.483e-03	 2.776e-03	 nan	 
3.055e+03	 -3.370e-02	 5.823e-04	 1.458e-03	 2.728e-03	 nan	 
3.090e+03	 -3.312e-02	 5.723e-04	 1.433e-03	 2.681e-03	 nan	 
3.126e+03	 -3.254e-02	 5.622e-04	 1.408e-03	 2.634e-03	 nan	 
3.162e+03	 -3.198e-02	 5.526e-04	 1.384e-03	 2.589e-03	 nan	 
3.199e+03	 -3.143e-02	 5.431e-04	 1.360e-03	 2.544e-03	 nan	 
3.236e+03	 -3.087e-02	 5.334e-04	 1.336e-03	 2.499e-03	 nan	 
3.273e+03	 -3.035e-02	 5.243e-04	 1.313e-03	 2.456e-03	 nan	 
3.311e+03	 -2.982e-02	 5.152e-04	 1.290e-03	 2.414e-03	 nan	 
3.350e+03	 -2.931e-02	 5.064e-04	 1.268e-03	 2.372e-03	 nan	 
3.388e+03	 -2.879e-02	 4.975e-04	 1.245e-03	 2.330e-03	 nan	 
3.428e+03	 -2.829e-02	 4.888e-04	 1.224e-03	 2.290e-03	 nan	 
3.467e+03	 -2.781e-02	 4.805e-04	 1.203e-03	 2.251e-03	 nan	 
3.508e+03	 -2.732e-02	 4.720e-04	 1.182e-03	 2.211e-03	 nan	 
3.548e+03	 -2.685e-02	 4.639e-04	 1.161e-03	 2.173e-03	 nan	 
3.589e+03	 -2.639e-02	 4.559e-04	 1.141e-03	 2.136e-03	 nan	 
3.631e+03	 -2.593e-02	 4.480e-04	 1.122e-03	 2.099e-03	 nan	 
3.673e+03	 -2.547e-02	 4.401e-04	 1.102e-03	 2.062e-03	 nan	 
3.715e+03	 -2.504e-02	 4.326e-04	 1.083e-03	 2.026e-03	 nan	 
3.758e+03	 -2.461e-02	 4.251e-04	 1.064e-03	 1.992e-03	 nan	 
3.802e+03	 -2.418e-02	 4.178e-04	 1.046e-03	 1.957e-03	 nan	 
3.846e+03	 -2.376e-02	 4.104e-04	 1.028e-03	 1.923e-03	 nan	 
3.890e+03	 -2.335e-02	 4.033e-04	 1.010e-03	 1.889e-03	 nan	 
3.936e+03	 -2.295e-02	 3.964e-04	 9.925e-04	 1.857e-03	 nan	 
3.981e+03	 -2.255e-02	 3.896e-04	 9.755e-04	 1.825e-03	 nan	 
4.027e+03	 -2.215e-02	 3.827e-04	 9.582e-04	 1.793e-03	 nan	 
4.074e+03	 -2.177e-02	 3.761e-04	 9.417e-04	 1.762e-03	 nan	 
4.121e+03	 -2.139e-02	 3.696e-04	 9.255e-04	 1.732e-03	 nan	 
4.169e+03	 -2.103e-02	 3.633e-04	 9.096e-04	 1.702e-03	 nan	 
4.217e+03	 -2.066e-02	 3.569e-04	 8.936e-04	 1.672e-03	 nan	 
4.266e+03	 -2.030e-02	 3.507e-04	 8.781e-04	 1.643e-03	 nan	 
4.315e+03	 -1.995e-02	 3.447e-04	 8.629e-04	 1.615e-03	 nan	 
4.365e+03	 -1.961e-02	 3.387e-04	 8.481e-04	 1.587e-03	 nan	 
4.416e+03	 -1.926e-02	 3.327e-04	 8.330e-04	 1.559e-03	 nan	 
4.467e+03	 -1.893e-02	 3.271e-04	 8.189e-04	 1.532e-03	 nan	 
4.519e+03	 -1.860e-02	 3.214e-04	 8.047e-04	 1.506e-03	 nan	 
4.571e+03	 -1.829e-02	 3.159e-04	 7.910e-04	 1.480e-03	 nan	 
4.624e+03	 -1.796e-02	 3.103e-04	 7.768e-04	 1.453e-03	 nan	 
4.677e+03	 -1.765e-02	 3.049e-04	 7.635e-04	 1.428e-03	 nan	 
4.732e+03	 -1.735e-02	 2.997e-04	 7.503e-04	 1.404e-03	 nan	 
4.786e+03	 -1.705e-02	 2.945e-04	 7.373e-04	 1.380e-03	 nan	 
4.842e+03	 -1.675e-02	 2.894e-04	 7.244e-04	 1.355e-03	 nan	 
4.898e+03	 -1.646e-02	 2.843e-04	 7.119e-04	 1.332e-03	 nan	 
4.954e+03	 -1.618e-02	 2.795e-04	 6.997e-04	 1.309e-03	 nan	 
5.012e+03	 -1.590e-02	 2.746e-04	 6.876e-04	 1.286e-03	 nan	 
5.070e+03	 -1.562e-02	 2.699e-04	 6.757e-04	 1.264e-03	 nan	 
5.129e+03	 -1.535e-02	 2.651e-04	 6.638e-04	 1.242e-03	 nan	 
5.188e+03	 -1.508e-02	 2.606e-04	 6.523e-04	 1.220e-03	 nan	 
5.248e+03	 -1.482e-02	 2.561e-04	 6.411e-04	 1.200e-03	 nan	 
5.309e+03	 -1.457e-02	 2.517e-04	 6.302e-04	 1.179e-03	 nan	 
5.370e+03	 -1.431e-02	 2.472e-04	 6.189e-04	 1.158e-03	 nan	 
5.432e+03	 -1.406e-02	 2.430e-04	 6.084e-04	 1.138e-03	 nan	 
5.495e+03	 -1.382e-02	 2.388e-04	 5.979e-04	 1.119e-03	 nan	 
5.559e+03	 -1.358e-02	 2.346e-04	 5.875e-04	 1.099e-03	 nan	 
5.623e+03	 -1.335e-02	 2.306e-04	 5.774e-04	 1.080e-03	 nan	 
5.688e+03	 -1.311e-02	 2.265e-04	 5.671e-04	 1.061e-03	 nan	 
5.754e+03	 -1.289e-02	 2.226e-04	 5.574e-04	 1.043e-03	 nan	 
5.821e+03	 -1.266e-02	 2.188e-04	 5.478e-04	 1.025e-03	 nan	 
5.888e+03	 -1.244e-02	 2.150e-04	 5.383e-04	 1.007e-03	 nan	 
5.957e+03	 -1.223e-02	 2.112e-04	 5.288e-04	 9.894e-04	 nan	 
6.026e+03	 -1.201e-02	 2.076e-04	 5.197e-04	 9.724e-04	 nan	 
6.095e+03	 -1.181e-02	 2.040e-04	 5.108e-04	 9.558e-04	 nan	 
6.166e+03	 -1.161e-02	 2.005e-04	 5.020e-04	 9.392e-04	 nan	 
6.237e+03	 -1.141e-02	 1.971e-04	 4.934e-04	 9.231e-04	 nan	 
6.310e+03	 -1.120e-02	 1.935e-04	 4.846e-04	 9.066e-04	 nan	 
6.383e+03	 -1.101e-02	 1.902e-04	 4.762e-04	 8.911e-04	 nan	 
6.456e+03	 -1.082e-02	 1.870e-04	 4.681e-04	 8.759e-04	 nan	 
6.531e+03	 -1.063e-02	 1.837e-04	 4.599e-04	 8.605e-04	 nan	 
6.607e+03	 -1.045e-02	 1.806e-04	 4.520e-04	 8.458e-04	 nan	 
6.683e+03	 -1.027e-02	 1.774e-04	 4.440e-04	 8.308e-04	 nan	 
6.761e+03	 -1.009e-02	 1.743e-04	 4.364e-04	 8.165e-04	 nan	 
6.839e+03	 -9.915e-03	 1.713e-04	 4.289e-04	 8.024e-04	 nan	 
6.918e+03	 -9.745e-03	 1.684e-04	 4.215e-04	 7.888e-04	 nan	 
6.998e+03	 -9.577e-03	 1.655e-04	 4.143e-04	 7.752e-04	 nan	 
7.080e+03	 -9.405e-03	 1.625e-04	 4.068e-04	 7.612e-04	 nan	 
7.161e+03	 -9.244e-03	 1.597e-04	 3.999e-04	 7.482e-04	 nan	 
7.244e+03	 -9.083e-03	 1.569e-04	 3.929e-04	 7.351e-04	 nan	 
7.328e+03	 -8.928e-03	 1.542e-04	 3.862e-04	 7.226e-04	 nan	 
7.413e+03	 -8.774e-03	 1.516e-04	 3.795e-04	 7.101e-04	 nan	 
7.499e+03	 -8.619e-03	 1.489e-04	 3.728e-04	 6.975e-04	 nan	 
7.586e+03	 -8.470e-03	 1.463e-04	 3.664e-04	 6.856e-04	 nan	 
7.674e+03	 -8.324e-03	 1.438e-04	 3.601e-04	 6.737e-04	 nan	 
7.762e+03	 -8.181e-03	 1.413e-04	 3.539e-04	 6.621e-04	 nan	 
7.852e+03	 -8.039e-03	 1.389e-04	 3.477e-04	 6.507e-04	 nan	 
7.943e+03	 -7.901e-03	 1.365e-04	 3.418e-04	 6.395e-04	 nan	 
8.035e+03	 -7.759e-03	 1.341e-04	 3.356e-04	 6.279e-04	 nan	 
8.128e+03	 -7.627e-03	 1.318e-04	 3.299e-04	 6.173e-04	 nan	 
8.222e+03	 -7.496e-03	 1.295e-04	 3.243e-04	 6.067e-04	 nan	 
8.318e+03	 -7.367e-03	 1.273e-04	 3.187e-04	 5.962e-04	 nan	 
8.414e+03	 -7.240e-03	 1.251e-04	 3.132e-04	 5.860e-04	 nan	 
8.511e+03	 -7.111e-03	 1.229e-04	 3.076e-04	 5.756e-04	 nan	 
8.610e+03	 -6.988e-03	 1.207e-04	 3.023e-04	 5.655e-04	 nan	 
8.710e+03	 -6.867e-03	 1.186e-04	 2.970e-04	 5.558e-04	 nan	 
8.810e+03	 -6.750e-03	 1.166e-04	 2.920e-04	 5.463e-04	 nan	 
8.912e+03	 -6.633e-03	 1.146e-04	 2.869e-04	 5.369e-04	 nan	 
9.016e+03	 -6.520e-03	 1.126e-04	 2.820e-04	 5.277e-04	 nan	 
9.120e+03	 -6.404e-03	 1.106e-04	 2.770e-04	 5.182e-04	 nan	 
9.226e+03	 -6.292e-03	 1.087e-04	 2.722e-04	 5.093e-04	 nan	 
9.332e+03	 -6.184e-03	 1.068e-04	 2.675e-04	 5.005e-04	 nan	 
9.441e+03	 -6.077e-03	 1.050e-04	 2.629e-04	 4.919e-04	 nan	 
9.550e+03	 -5.972e-03	 1.032e-04	 2.583e-04	 4.833e-04	 nan	 
9.660e+03	 -5.871e-03	 1.014e-04	 2.540e-04	 4.752e-04	 nan	 
9.772e+03	 -5.765e-03	 9.961e-05	 2.494e-04	 4.666e-04	 nan	 
9.886e+03	 -5.665e-03	 9.788e-05	 2.451e-04	 4.585e-04	 nan	 
1.000e+04	 -5.569e-03	 9.622e-05	 2.409e-04	 4.507e-04	 nan	 
1.012e+04	 -5.472e-03	 9.454e-05	 2.367e-04	 4.428e-04	 nan	 
1.023e+04	 -5.378e-03	 9.292e-05	 2.326e-04	 4.353e-04	 nan	 
1.035e+04	 -5.286e-03	 9.133e-05	 2.287e-04	 4.279e-04	 nan	 
1.047e+04	 -5.192e-03	 8.970e-05	 2.246e-04	 4.202e-04	 nan	 
1.059e+04	 -5.101e-03	 8.813e-05	 2.206e-04	 4.128e-04	 nan	 
1.072e+04	 -5.015e-03	 8.664e-05	 2.169e-04	 4.059e-04	 nan	 
1.084e+04	 -4.928e-03	 8.515e-05	 2.132e-04	 3.989e-04	 nan	 
1.096e+04	 -4.842e-03	 8.366e-05	 2.095e-04	 3.919e-04	 nan	 
1.109e+04	 -4.759e-03	 8.221e-05	 2.058e-04	 3.851e-04	 nan	 
1.122e+04	 -4.674e-03	 8.076e-05	 2.022e-04	 3.783e-04	 nan	 
1.135e+04	 -4.594e-03	 7.936e-05	 1.987e-04	 3.718e-04	 nan	 
1.148e+04	 -4.515e-03	 7.801e-05	 1.953e-04	 3.655e-04	 nan	 
1.161e+04	 -4.436e-03	 7.663e-05	 1.919e-04	 3.590e-04	 nan	 
1.175e+04	 -4.359e-03	 7.532e-05	 1.886e-04	 3.529e-04	 nan	 
1.188e+04	 -4.284e-03	 7.402e-05	 1.853e-04	 3.468e-04	 nan	 
1.202e+04	 -4.208e-03	 7.271e-05	 1.820e-04	 3.406e-04	 nan	 
1.216e+04	 -4.136e-03	 7.146e-05	 1.789e-04	 3.347e-04	 nan	 
1.230e+04	 -4.065e-03	 7.022e-05	 1.758e-04	 3.290e-04	 nan	 
1.244e+04	 -3.994e-03	 6.900e-05	 1.728e-04	 3.233e-04	 nan	 
1.259e+04	 -3.926e-03	 6.783e-05	 1.698e-04	 3.177e-04	 nan	 
1.274e+04	 -3.858e-03	 6.666e-05	 1.669e-04	 3.123e-04	 nan	 
1.288e+04	 -3.788e-03	 6.545e-05	 1.639e-04	 3.066e-04	 nan	 
1.303e+04	 -3.724e-03	 6.434e-05	 1.611e-04	 3.014e-04	 nan	 
1.318e+04	 -3.660e-03	 6.324e-05	 1.583e-04	 2.963e-04	 nan	 
1.334e+04	 -3.596e-03	 6.213e-05	 1.555e-04	 2.911e-04	 nan	 
1.349e+04	 -3.534e-03	 6.106e-05	 1.529e-04	 2.861e-04	 nan	 
1.365e+04	 -3.474e-03	 6.001e-05	 1.503e-04	 2.811e-04	 nan	 
1.380e+04	 -3.413e-03	 5.898e-05	 1.477e-04	 2.763e-04	 nan	 
1.396e+04	 -3.353e-03	 5.793e-05	 1.450e-04	 2.714e-04	 nan	 
1.412e+04	 -3.295e-03	 5.693e-05	 1.425e-04	 2.667e-04	 nan	 
1.429e+04	 -3.238e-03	 5.593e-05	 1.400e-04	 2.620e-04	 nan	 
1.445e+04	 -3.183e-03	 5.500e-05	 1.377e-04	 2.576e-04	 nan	 
1.462e+04	 -3.127e-03	 5.403e-05	 1.353e-04	 2.531e-04	 nan	 
1.479e+04	 -3.073e-03	 5.309e-05	 1.329e-04	 2.487e-04	 nan	 
1.496e+04	 -3.019e-03	 5.215e-05	 1.306e-04	 2.443e-04	 nan	 
1.514e+04	 -2.967e-03	 5.127e-05	 1.284e-04	 2.402e-04	 nan	 
1.531e+04	 -2.915e-03	 5.036e-05	 1.261e-04	 2.359e-04	 nan	 
1.549e+04	 -2.865e-03	 4.950e-05	 1.239e-04	 2.319e-04	 nan	 
1.567e+04	 -2.816e-03	 4.865e-05	 1.218e-04	 2.279e-04	 nan	 
1.585e+04	 -2.768e-03	 4.782e-05	 1.197e-04	 2.240e-04	 nan	 
1.603e+04	 -2.720e-03	 4.699e-05	 1.176e-04	 2.201e-04	 nan	 
1.622e+04	 -2.671e-03	 4.615e-05	 1.155e-04	 2.162e-04	 nan	 
1.641e+04	 -2.625e-03	 4.535e-05	 1.135e-04	 2.125e-04	 nan	 
1.660e+04	 -2.579e-03	 4.456e-05	 1.116e-04	 2.088e-04	 nan	 
1.679e+04	 -2.536e-03	 4.381e-05	 1.097e-04	 2.052e-04	 nan	 
1.698e+04	 -2.492e-03	 4.305e-05	 1.078e-04	 2.017e-04	 nan	 
1.718e+04	 -2.448e-03	 4.230e-05	 1.059e-04	 1.981e-04	 nan	 
1.738e+04	 -2.406e-03	 4.158e-05	 1.041e-04	 1.948e-04	 nan	 
1.758e+04	 -2.364e-03	 4.084e-05	 1.023e-04	 1.913e-04	 nan	 
1.778e+04	 -2.322e-03	 4.012e-05	 1.005e-04	 1.880e-04	 nan	 
1.799e+04	 -2.283e-03	 3.944e-05	 9.874e-05	 1.848e-04	 nan	 
1.820e+04	 -2.244e-03	 3.876e-05	 9.705e-05	 1.816e-04	 nan	 
1.841e+04	 -2.205e-03	 3.810e-05	 9.538e-05	 1.785e-04	 nan	 
1.862e+04	 -2.167e-03	 3.744e-05	 9.374e-05	 1.754e-04	 nan	 
1.884e+04	 -2.128e-03	 3.677e-05	 9.207e-05	 1.723e-04	 nan	 
1.906e+04	 -2.092e-03	 3.614e-05	 9.047e-05	 1.693e-04	 nan	 
1.928e+04	 -2.055e-03	 3.551e-05	 8.891e-05	 1.664e-04	 nan	 
1.950e+04	 -2.020e-03	 3.490e-05	 8.736e-05	 1.635e-04	 nan	 
1.972e+04	 -1.984e-03	 3.429e-05	 8.584e-05	 1.606e-04	 nan	 
1.995e+04	 -1.951e-03	 3.371e-05	 8.439e-05	 1.579e-04	 nan	 
2.018e+04	 -1.916e-03	 3.310e-05	 8.287e-05	 1.551e-04	 nan	 
2.042e+04	 -1.883e-03	 3.254e-05	 8.146e-05	 1.524e-04	 nan	 
2.065e+04	 -1.850e-03	 3.197e-05	 8.003e-05	 1.497e-04	 nan	 
2.089e+04	 -1.819e-03	 3.142e-05	 7.867e-05	 1.472e-04	 nan	 
2.114e+04	 -1.788e-03	 3.088e-05	 7.732e-05	 1.447e-04	 nan	 
2.138e+04	 -1.757e-03	 3.035e-05	 7.599e-05	 1.422e-04	 nan	 
2.163e+04	 -1.726e-03	 2.982e-05	 7.465e-05	 1.397e-04	 nan	 
2.188e+04	 -1.695e-03	 2.929e-05	 7.333e-05	 1.372e-04	 nan	 
2.213e+04	 -1.666e-03	 2.878e-05	 7.206e-05	 1.348e-04	 nan	 
2.239e+04	 -1.638e-03	 2.830e-05	 7.085e-05	 1.326e-04	 nan	 
2.265e+04	 -1.610e-03	 2.781e-05	 6.963e-05	 1.303e-04	 nan	 
2.291e+04	 -1.581e-03	 2.731e-05	 6.839e-05	 1.280e-04	 nan	 
2.317e+04	 -1.554e-03	 2.684e-05	 6.720e-05	 1.257e-04	 nan	 
2.344e+04	 -1.527e-03	 2.639e-05	 6.607e-05	 1.236e-04	 nan	 
2.371e+04	 -1.501e-03	 2.592e-05	 6.491e-05	 1.214e-04	 nan	 
2.399e+04	 -1.474e-03	 2.547e-05	 6.377e-05	 1.193e-04	 nan	 
2.427e+04	 -1.448e-03	 2.502e-05	 6.265e-05	 1.172e-04	 nan	 
2.455e+04	 -1.424e-03	 2.460e-05	 6.159e-05	 1.152e-04	 nan	 
2.483e+04	 -1.399e-03	 2.417e-05	 6.051e-05	 1.132e-04	 nan	 
2.512e+04	 -1.375e-03	 2.376e-05	 5.948e-05	 1.113e-04	 nan	 
2.541e+04	 -1.351e-03	 2.335e-05	 5.846e-05	 1.094e-04	 nan	 
2.570e+04	 -1.328e-03	 2.294e-05	 5.743e-05	 1.075e-04	 nan	 
2.600e+04	 -1.305e-03	 2.254e-05	 5.644e-05	 1.056e-04	 nan	 
2.630e+04	 -1.282e-03	 2.216e-05	 5.548e-05	 1.038e-04	 nan	 
2.661e+04	 -1.260e-03	 2.176e-05	 5.449e-05	 1.020e-04	 nan	 
2.692e+04	 -1.238e-03	 2.139e-05	 5.354e-05	 1.002e-04	 nan	 
2.723e+04	 -1.217e-03	 2.102e-05	 5.263e-05	 9.847e-05	 nan	 
2.754e+04	 -1.195e-03	 2.065e-05	 5.171e-05	 9.675e-05	 nan	 
2.786e+04	 -1.175e-03	 2.029e-05	 5.081e-05	 9.507e-05	 nan	 
2.818e+04	 -1.155e-03	 1.996e-05	 4.996e-05	 9.348e-05	 nan	 
2.851e+04	 -1.134e-03	 1.960e-05	 4.906e-05	 9.179e-05	 nan	 
2.884e+04	 -1.115e-03	 1.927e-05	 4.824e-05	 9.025e-05	 nan	 
2.917e+04	 -1.096e-03	 1.893e-05	 4.740e-05	 8.868e-05	 nan	 
2.951e+04	 -1.077e-03	 1.860e-05	 4.657e-05	 8.714e-05	 nan	 
2.985e+04	 -1.059e-03	 1.830e-05	 4.581e-05	 8.571e-05	 nan	 
3.020e+04	 -1.031e-03	 1.781e-05	 4.459e-05	 8.342e-05	 nan	 
3.055e+04	 -9.515e-04	 1.644e-05	 4.116e-05	 7.701e-05	 nan	 
3.090e+04	 -8.228e-04	 1.422e-05	 3.559e-05	 6.660e-05	 nan	 
3.126e+04	 -6.875e-04	 1.188e-05	 2.974e-05	 5.564e-05	 nan	 
3.162e+04	 -5.695e-04	 9.840e-06	 2.463e-05	 4.609e-05	 nan	 
3.199e+04	 -4.765e-04	 8.232e-06	 2.061e-05	 3.856e-05	 nan	 
3.236e+04	 -4.046e-04	 6.990e-06	 1.750e-05	 3.274e-05	 nan	 
3.273e+04	 -3.491e-04	 6.031e-06	 1.510e-05	 2.825e-05	 nan	 
3.311e+04	 -3.059e-04	 5.286e-06	 1.323e-05	 2.476e-05	 nan	 
3.350e+04	 -2.718e-04	 4.695e-06	 1.176e-05	 2.199e-05	 nan	 
3.388e+04	 -2.440e-04	 4.216e-06	 1.056e-05	 1.975e-05	 nan	 
3.428e+04	 -2.214e-04	 3.825e-06	 9.576e-06	 1.792e-05	 nan	 
3.467e+04	 -2.023e-04	 3.496e-06	 8.752e-06	 1.638e-05	 nan	 
3.508e+04	 -1.864e-04	 3.221e-06	 8.063e-06	 1.509e-05	 nan	 
3.548e+04	 -1.726e-04	 2.983e-06	 7.468e-06	 1.397e-05	 nan	 
3.589e+04	 -1.608e-04	 2.779e-06	 6.957e-06	 1.302e-05	 nan	 
3.631e+04	 -1.504e-04	 2.598e-06	 6.505e-06	 1.217e-05	 nan	 
3.673e+04	 -1.412e-04	 2.439e-06	 6.107e-06	 1.143e-05	 nan	 
3.715e+04	 -1.331e-04	 2.299e-06	 5.756e-06	 1.077e-05	 nan	 
3.758e+04	 -1.257e-04	 2.171e-06	 5.436e-06	 1.017e-05	 nan	 
3.802e+04	 -1.190e-04	 2.056e-06	 5.147e-06	 9.631e-06	 nan	 
3.846e+04	 -1.131e-04	 1.953e-06	 4.891e-06	 9.150e-06	 nan	 
3.890e+04	 -1.076e-04	 1.858e-06	 4.652e-06	 8.705e-06	 nan	 
3.936e+04	 -1.025e-04	 1.771e-06	 4.435e-06	 8.298e-06	 nan	 
3.981e+04	 -9.785e-05	 1.691e-06	 4.233e-06	 7.919e-06	 nan	 
